Event Name,Map Name,Team 1 Name,Team 2 Name,Team 1 Score,Team 2 Score,Team 1 Attacking Wins,Team 1 Attacking Losses,Team 1 Defending Wins,Team 1 Defending Losses,Team 2 Attacking Wins,Team 2 Attacking Losses,Team 2 Defending Wins,Team 2 Defending Losses,Date,Team 1 Agents,Team 2 Agents
Valorant Champions 2024 - Playoffs,Abyss,EDward Gaming,Team Heretics,13,9,8,4,5,5,5,5,4,8,2024-08-25T00:00:00.000Z,"Sova,Omen,Jett,Astra,KAY/O","Cypher,Sova,Jett,Astra,Gekko"
Valorant Champions 2024 - Playoffs,Bind,EDward Gaming,Team Heretics,11,13,6,6,5,7,7,5,6,6,2024-08-25T00:00:00.000Z,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Viper,Brimstone,Fade,Gekko"
Valorant Champions 2024 - Playoffs,Lotus,EDward Gaming,Team Heretics,13,9,7,3,6,6,6,6,3,7,2024-08-25T00:00:00.000Z,"Breach,Omen,Neon,Fade,Clove","Raze,Killjoy,Viper,Omen,Fade"
Valorant Champions 2024 - Playoffs,Sunset,EDward Gaming,Team Heretics,13,4,11,1,2,3,3,2,1,11,2024-08-25T00:00:00.000Z,"Cypher,Sova,Omen,KAY/O,Neon","Raze,Cypher,Sova,Omen,KAY/O"
Valorant Champions 2024 - Playoffs,Haven,EDward Gaming,Team Heretics,6,13,3,9,3,4,4,3,9,3,2024-08-25T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Valorant Champions 2024 - Playoffs,Lotus,Leviatán,Team Heretics,3,13,2,2,1,11,11,1,2,2,2024-08-24T00:00:00.000Z,"Breach,Raze,Cypher,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Valorant Champions 2024 - Playoffs,Abyss,Leviatán,Team Heretics,13,9,5,7,8,2,2,8,7,5,2024-08-24T00:00:00.000Z,"Cypher,Sova,Omen,Jett,Harbor","Cypher,Sova,Jett,Astra,Gekko"
Valorant Champions 2024 - Playoffs,Sunset,Leviatán,Team Heretics,13,15,9,5,4,10,10,4,5,9,2024-08-24T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Raze,Cypher,Sova,Omen,KAY/O"
Valorant Champions 2024 - Playoffs,Icebox,Leviatán,Team Heretics,7,13,5,7,2,6,6,2,7,5,2024-08-24T00:00:00.000Z,"Sova,Killjoy,Viper,Jett,Harbor","Sova,Killjoy,Viper,Neon,Gekko"
Valorant Champions 2024 - Playoffs,Abyss,Team Heretics,Sentinels,13,7,5,3,8,4,4,8,3,5,2024-08-23T00:00:00.000Z,"Cypher,Sova,Jett,Astra,Gekko","Cypher,Sova,Omen,Jett,KAY/O"
Valorant Champions 2024 - Playoffs,Icebox,Team Heretics,Sentinels,13,9,5,7,8,2,2,8,7,5,2024-08-23T00:00:00.000Z,"Sova,Killjoy,Viper,Neon,Gekko","Sova,Killjoy,Viper,Jett,KAY/O"
Valorant Champions 2024 - Playoffs,Haven,Team Heretics,Sentinels,8,13,5,7,3,6,6,3,7,5,2024-08-23T00:00:00.000Z,"Raze,Killjoy,Sage,Omen,Gekko","Breach,Cypher,Sova,Omen,Neon"
Valorant Champions 2024 - Playoffs,Abyss,EDward Gaming,Leviatán,13,11,6,6,7,5,5,7,6,6,2024-08-23T00:00:00.000Z,"Sova,Omen,Jett,Astra,KAY/O","Cypher,Sova,Omen,Jett,Harbor"
Valorant Champions 2024 - Playoffs,Lotus,EDward Gaming,Leviatán,13,4,8,4,5,0,0,5,4,8,2024-08-23T00:00:00.000Z,"Breach,Omen,Neon,Fade,Clove","Breach,Raze,Cypher,Omen,Fade"
Valorant Champions 2024 - Playoffs,Icebox,EDward Gaming,Leviatán,14,16,3,12,11,4,4,11,12,3,2024-08-23T00:00:00.000Z,"Sova,Killjoy,Viper,Jett,KAY/O","Sova,Killjoy,Viper,Jett,Harbor"
Valorant Champions 2024 - Playoffs,Icebox,Team Heretics,DRX,13,10,8,3,5,7,7,5,3,8,2024-08-18T00:00:00.000Z,"Sova,Killjoy,Viper,Neon,Gekko","Sova,Killjoy,Viper,Jett,KAY/O"
Valorant Champions 2024 - Playoffs,Sunset,Team Heretics,DRX,13,5,6,0,7,5,5,7,0,6,2024-08-18T00:00:00.000Z,"Raze,Cypher,Sova,Omen,KAY/O","Breach,Cypher,Sova,Omen,Neon"
Valorant Champions 2024 - Playoffs,Abyss,Team Heretics,DRX,5,13,0,6,5,7,7,5,6,0,2024-08-18T00:00:00.000Z,"Cypher,Sova,Jett,Astra,Gekko","Cypher,Sova,Omen,Jett,KAY/O"
Valorant Champions 2024 - Playoffs,Lotus,Sentinels,FNATIC,13,6,8,4,5,2,2,5,4,8,2024-08-18T00:00:00.000Z,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Valorant Champions 2024 - Playoffs,Bind,Sentinels,FNATIC,9,13,7,5,2,8,8,2,5,7,2024-08-18T00:00:00.000Z,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Viper,Astra,Fade,Gekko"
Valorant Champions 2024 - Playoffs,Sunset,Sentinels,FNATIC,13,11,9,3,4,8,8,4,3,9,2024-08-18T00:00:00.000Z,"Raze,Cypher,Omen,KAY/O,Gekko","Breach,Raze,Cypher,Sova,Astra"
Valorant Champions 2024 - Playoffs,Lotus,Leviatán,Team Heretics,13,10,9,2,4,8,8,4,2,9,2024-08-17T00:00:00.000Z,"Breach,Raze,Cypher,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Valorant Champions 2024 - Playoffs,Icebox,Leviatán,Team Heretics,15,13,8,6,7,7,7,7,6,8,2024-08-17T00:00:00.000Z,"Sova,Killjoy,Viper,Jett,Harbor","Sova,Killjoy,Viper,Neon,Gekko"
Valorant Champions 2024 - Playoffs,Sunset,Sentinels,EDward Gaming,6,13,4,3,2,10,10,2,3,4,2024-08-17T00:00:00.000Z,"Breach,Cypher,Omen,Neon,Fade","Cypher,Sova,Omen,KAY/O,Neon"
Valorant Champions 2024 - Playoffs,Lotus,Sentinels,EDward Gaming,9,13,3,7,6,6,6,6,7,3,2024-08-17T00:00:00.000Z,"Raze,Killjoy,Viper,Omen,Fade","Breach,Omen,Neon,Fade,Clove"
Valorant Champions 2024 - Playoffs,Haven,Sentinels,EDward Gaming,13,9,8,4,5,5,5,5,4,8,2024-08-17T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Valorant Champions 2024 - Playoffs,Bind,G2 Esports,FNATIC,11,13,7,5,4,8,8,4,5,7,2024-08-16T00:00:00.000Z,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Viper,Astra,Fade,Gekko"
Valorant Champions 2024 - Playoffs,Haven,G2 Esports,FNATIC,3,13,3,9,0,4,4,0,9,3,2024-08-16T00:00:00.000Z,"Sova,Killjoy,Viper,Omen,Yoru","Cypher,Sova,Omen,Yoru,Iso"
Valorant Champions 2024 - Playoffs,Abyss,DRX,Trace Esports,13,5,4,2,9,3,3,9,2,4,2024-08-16T00:00:00.000Z,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Jett,Astra,KAY/O"
Valorant Champions 2024 - Playoffs,Lotus,DRX,Trace Esports,13,3,10,2,3,1,1,3,2,10,2024-08-16T00:00:00.000Z,"Raze,Viper,Omen,Chamber,Fade","Raze,Killjoy,Viper,Omen,Fade"
Valorant Champions 2024 - Playoffs,Abyss,Team Heretics,FNATIC,14,12,10,3,4,9,9,4,3,10,2024-08-15T00:00:00.000Z,"Cypher,Sova,Jett,Astra,Gekko","Sova,Killjoy,Viper,Yoru,Astra"
Valorant Champions 2024 - Playoffs,Lotus,Team Heretics,FNATIC,13,3,4,0,9,3,3,9,0,4,2024-08-15T00:00:00.000Z,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Valorant Champions 2024 - Playoffs,Abyss,G2 Esports,Leviatán,5,13,4,8,1,5,5,1,8,4,2024-08-15T00:00:00.000Z,"Sova,Killjoy,Viper,Yoru,Astra","Cypher,Sova,Omen,Jett,Harbor"
Valorant Champions 2024 - Playoffs,Icebox,G2 Esports,Leviatán,14,16,10,5,4,11,11,4,5,10,2024-08-15T00:00:00.000Z,"Sova,Killjoy,Viper,Harbor,Gekko","Sova,Killjoy,Viper,Jett,Harbor"
Valorant Champions 2024 - Playoffs,Sunset,Trace Esports,EDward Gaming,10,13,2,10,8,3,3,8,10,2,2024-08-14T00:00:00.000Z,"Breach,Raze,Cypher,Sova,Omen","Cypher,Sova,Omen,KAY/O,Neon"
Valorant Champions 2024 - Playoffs,Bind,Trace Esports,EDward Gaming,7,13,5,3,2,10,10,2,3,5,2024-08-14T00:00:00.000Z,"Raze,Cypher,Brimstone,Skye,Deadlock","Raze,Viper,Brimstone,Fade,Gekko"
Valorant Champions 2024 - Playoffs,Haven,DRX,Sentinels,8,13,2,7,6,6,6,6,7,2,2024-08-14T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Jett","Breach,Cypher,Sova,Omen,Neon"
Valorant Champions 2024 - Playoffs,Sunset,DRX,Sentinels,13,15,7,7,6,8,8,6,7,7,2024-08-14T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Omen,Neon,Fade"
Valorant Champions 2024 - Group Stage,Lotus,EDward Gaming,Paper Rex,13,4,9,3,4,1,1,4,3,9,2024-08-11T00:00:00.000Z,"Breach,Omen,Neon,Fade,Clove","Raze,Cypher,Omen,Jett,Skye"
Valorant Champions 2024 - Group Stage,Sunset,EDward Gaming,Paper Rex,13,8,6,6,7,2,2,7,6,6,2024-08-11T00:00:00.000Z,"Cypher,Sova,Omen,KAY/O,Neon","Breach,Raze,Sage,Omen,Gekko"
Valorant Champions 2024 - Group Stage,Icebox,EDward Gaming,Paper Rex,3,13,0,4,3,9,9,3,4,0,2024-08-11T00:00:00.000Z,"Sova,Killjoy,Viper,Jett,KAY/O","Sova,Killjoy,Viper,Sage,Jett"
Valorant Champions 2024 - Group Stage,Sunset,Leviatán,Team Vitality,13,4,3,2,10,2,2,10,2,3,2024-08-11T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Cypher,Sova,Omen,KAY/O,Neon"
Valorant Champions 2024 - Group Stage,Icebox,Leviatán,Team Vitality,14,12,6,7,8,5,5,8,7,6,2024-08-11T00:00:00.000Z,"Sova,Killjoy,Viper,Jett,Harbor","Sova,Killjoy,Viper,Jett,Gekko"
Valorant Champions 2024 - Group Stage,Lotus,FNATIC,KRÜ Esports,13,5,5,1,8,4,4,8,1,5,2024-08-10T00:00:00.000Z,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Valorant Champions 2024 - Group Stage,Haven,FNATIC,KRÜ Esports,13,9,7,3,6,6,6,6,3,7,2024-08-10T00:00:00.000Z,"Cypher,Sova,Omen,Yoru,Iso","Breach,Cypher,Sova,Omen,Neon"
Valorant Champions 2024 - Group Stage,Sunset,FNATIC,KRÜ Esports,11,13,7,5,4,8,8,4,5,7,2024-08-10T00:00:00.000Z,"Breach,Raze,Cypher,Sova,Astra","Breach,Cypher,Sova,Omen,Neon"
Valorant Champions 2024 - Group Stage,Icebox,Gen.G Esports,Sentinels,6,13,5,7,1,6,6,1,7,5,2024-08-10T00:00:00.000Z,"Killjoy,Viper,Jett,KAY/O,Gekko","Sova,Killjoy,Viper,Jett,KAY/O"
Valorant Champions 2024 - Group Stage,Lotus,Gen.G Esports,Sentinels,9,13,4,6,5,7,7,5,6,4,2024-08-10T00:00:00.000Z,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Valorant Champions 2024 - Group Stage,Bind,FUT Esports,Paper Rex,6,13,3,9,3,4,4,3,9,3,2024-08-09T00:00:00.000Z,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Viper,Brimstone,Fade,Gekko"
Valorant Champions 2024 - Group Stage,Sunset,FUT Esports,Paper Rex,11,13,6,6,5,7,7,5,6,6,2024-08-09T00:00:00.000Z,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Sage,Omen,Gekko"
Valorant Champions 2024 - Group Stage,Sunset,Talon Esports,Team Vitality,8,13,2,7,6,6,6,6,7,2,2024-08-09T00:00:00.000Z,"Raze,Cypher,Omen,Fade,Deadlock","Cypher,Sova,Omen,KAY/O,Neon"
Valorant Champions 2024 - Group Stage,Lotus,Talon Esports,Team Vitality,6,13,4,3,2,10,10,2,3,4,2024-08-09T00:00:00.000Z,"Raze,Omen,Fade,Deadlock,Clove","Breach,Raze,Cypher,Omen,Fade"
Valorant Champions 2024 - Group Stage,Icebox,Bilibili Gaming,KRÜ Esports,4,13,3,9,1,4,4,1,9,3,2024-08-08T00:00:00.000Z,"Killjoy,Viper,Sage,Jett,KAY/O","Sova,Killjoy,Viper,Jett,Gekko"
Valorant Champions 2024 - Group Stage,Lotus,Bilibili Gaming,KRÜ Esports,9,13,7,5,2,8,8,2,5,7,2024-08-08T00:00:00.000Z,"Breach,Viper,Omen,Neon,Fade","Raze,Killjoy,Viper,Omen,Fade"
Valorant Champions 2024 - Group Stage,Lotus,Sentinels,FunPlus Phoenix,13,5,4,2,9,3,3,9,2,4,2024-08-08T00:00:00.000Z,"Raze,Killjoy,Viper,Omen,Fade","Breach,Viper,Omen,Chamber,Gekko"
Valorant Champions 2024 - Group Stage,Bind,Sentinels,FunPlus Phoenix,13,8,4,8,9,0,0,9,8,4,2024-08-08T00:00:00.000Z,"Raze,Viper,Brimstone,Fade,Gekko","Viper,Omen,Yoru,Chamber,Fade"
Valorant Champions 2024 - Group Stage,Bind,EDward Gaming,G2 Esports,11,13,8,4,3,9,9,3,4,8,2024-08-07T00:00:00.000Z,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Viper,Brimstone,Skye,Gekko"
Valorant Champions 2024 - Group Stage,Haven,EDward Gaming,G2 Esports,11,13,5,7,6,6,6,6,7,5,2024-08-07T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Sova,Killjoy,Viper,Omen,Yoru"
Valorant Champions 2024 - Group Stage,Icebox,EDward Gaming,G2 Esports,13,8,9,3,4,5,5,4,3,9,2024-08-07T00:00:00.000Z,"Sova,Killjoy,Viper,Jett,KAY/O","Sova,Killjoy,Viper,Harbor,Gekko"
Valorant Champions 2024 - Group Stage,Ascent,Leviatán,Trace Esports,5,13,2,10,3,3,3,3,10,2,2024-08-07T00:00:00.000Z,"Cypher,Sova,Omen,Jett,Deadlock","Sova,Killjoy,Omen,Jett,KAY/O"
Valorant Champions 2024 - Group Stage,Sunset,Leviatán,Trace Esports,13,9,6,4,7,5,5,7,4,6,2024-08-07T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Breach,Raze,Cypher,Sova,Omen"
Valorant Champions 2024 - Group Stage,Bind,Leviatán,Trace Esports,10,13,5,6,5,7,7,5,6,5,2024-08-07T00:00:00.000Z,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Cypher,Brimstone,Skye,Deadlock"
Valorant Champions 2024 - Group Stage,Lotus,FNATIC,DRX,6,13,1,6,5,7,7,5,6,1,2024-08-06T00:00:00.000Z,"Raze,Killjoy,Viper,Omen,Fade","Raze,Viper,Omen,Chamber,Fade"
Valorant Champions 2024 - Group Stage,Abyss,FNATIC,DRX,11,13,5,7,6,6,6,6,7,5,2024-08-06T00:00:00.000Z,"Sova,Killjoy,Viper,Yoru,Astra","Cypher,Sova,Omen,Jett,KAY/O"
Valorant Champions 2024 - Group Stage,Bind,Gen.G Esports,Team Heretics,10,13,6,5,4,8,8,4,5,6,2024-08-06T00:00:00.000Z,"Raze,Cypher,Viper,Brimstone,Skye","Viper,Skye,Yoru,Astra,Gekko"
Valorant Champions 2024 - Group Stage,Lotus,Gen.G Esports,Team Heretics,11,13,8,4,3,9,9,3,4,8,2024-08-06T00:00:00.000Z,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Valorant Champions 2024 - Group Stage,Abyss,Gen.G Esports,Team Heretics,13,11,7,5,6,6,6,6,5,7,2024-08-06T00:00:00.000Z,"Sova,Viper,Jett,Yoru,Astra","Cypher,Sova,Jett,Astra,Gekko"
Valorant Champions 2024 - Group Stage,Bind,EDward Gaming,FUT Esports,13,10,8,4,5,6,6,5,4,8,2024-08-04T00:00:00.000Z,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Viper,Brimstone,Fade,Gekko"
Valorant Champions 2024 - Group Stage,Lotus,EDward Gaming,FUT Esports,13,9,8,4,5,5,5,5,4,8,2024-08-04T00:00:00.000Z,"Breach,Omen,Neon,Fade,Clove","Breach,Cypher,Viper,Omen,Jett"
Valorant Champions 2024 - Group Stage,Lotus,G2 Esports,Paper Rex,13,9,4,6,9,3,3,9,6,4,2024-08-04T00:00:00.000Z,"Raze,Killjoy,Viper,Omen,Fade","Omen,Jett,KAY/O,Neon,Fade"
Valorant Champions 2024 - Group Stage,Icebox,G2 Esports,Paper Rex,13,8,8,4,5,4,4,5,4,8,2024-08-04T00:00:00.000Z,"Sova,Killjoy,Viper,Harbor,Gekko","Sova,Killjoy,Viper,Sage,Jett"
Valorant Champions 2024 - Group Stage,Bind,Team Vitality,Trace Esports,7,13,6,6,1,7,7,1,6,6,2024-08-03T00:00:00.000Z,"Raze,Viper,Omen,Fade,Gekko","Raze,Cypher,Brimstone,Skye,Deadlock"
Valorant Champions 2024 - Group Stage,Sunset,Team Vitality,Trace Esports,13,7,5,3,8,4,4,8,3,5,2024-08-03T00:00:00.000Z,"Cypher,Sova,Omen,KAY/O,Neon","Breach,Raze,Cypher,Sova,Omen"
Valorant Champions 2024 - Group Stage,Ascent,Team Vitality,Trace Esports,13,15,7,7,6,8,8,6,7,7,2024-08-03T00:00:00.000Z,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Valorant Champions 2024 - Group Stage,Ascent,Leviatán,Talon Esports,13,8,5,4,8,4,4,8,4,5,2024-08-03T00:00:00.000Z,"Cypher,Sova,Omen,Jett,Deadlock","Sova,Phoenix,Sage,KAY/O,Clove"
Valorant Champions 2024 - Group Stage,Bind,Leviatán,Talon Esports,13,11,6,6,7,5,5,7,6,6,2024-08-03T00:00:00.000Z,"Raze,Viper,Brimstone,Skye,Gekko","Viper,Omen,Skye,Yoru,Neon"
Valorant Champions 2024 - Group Stage,Lotus,FNATIC,Bilibili Gaming,13,4,3,2,10,2,2,10,2,3,2024-08-02T00:00:00.000Z,"Raze,Killjoy,Viper,Omen,Fade","Breach,Cypher,Omen,Neon,Fade"
Valorant Champions 2024 - Group Stage,Bind,FNATIC,Bilibili Gaming,13,9,6,4,7,5,5,7,4,6,2024-08-02T00:00:00.000Z,"Raze,Viper,Astra,Fade,Gekko","Raze,Cypher,Viper,Brimstone,Skye"
Valorant Champions 2024 - Group Stage,Bind,DRX,KRÜ Esports,13,6,4,3,9,3,3,9,3,4,2024-08-02T00:00:00.000Z,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Viper,Brimstone,Fade,Gekko"
Valorant Champions 2024 - Group Stage,Abyss,DRX,KRÜ Esports,13,6,5,2,8,4,4,8,2,5,2024-08-02T00:00:00.000Z,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Omen,KAY/O,Harbor"
Valorant Champions 2024 - Group Stage,Haven,DRX,KRÜ Esports,2,13,2,10,0,3,3,0,10,2,2024-08-02T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Jett","Breach,Cypher,Sova,Omen,Neon"
Valorant Champions 2024 - Group Stage,Lotus,FunPlus Phoenix,Team Heretics,13,15,6,8,7,7,7,7,8,6,2024-08-01T00:00:00.000Z,"Raze,Viper,Omen,Astra,Gekko","Raze,Killjoy,Viper,Omen,Fade"
Valorant Champions 2024 - Group Stage,Bind,FunPlus Phoenix,Team Heretics,13,9,5,5,8,4,4,8,5,5,2024-08-01T00:00:00.000Z,"Viper,Omen,Yoru,Chamber,Fade","Raze,Viper,Brimstone,Fade,Gekko"
Valorant Champions 2024 - Group Stage,Abyss,FunPlus Phoenix,Team Heretics,12,14,8,5,4,9,9,4,5,8,2024-08-01T00:00:00.000Z,"Cypher,Viper,Omen,Yoru,Fade","Cypher,Sova,Jett,Astra,Gekko"
Valorant Champions 2024 - Group Stage,Ascent,Gen.G Esports,Sentinels,13,7,8,4,5,3,3,5,4,8,2024-08-01T00:00:00.000Z,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Deadlock"
Valorant Champions 2024 - Group Stage,Haven,Gen.G Esports,Sentinels,13,8,6,3,7,5,5,7,3,6,2024-08-01T00:00:00.000Z,"Killjoy,Viper,Omen,Jett,Skye","Breach,Cypher,Sova,Omen,Jett"
