Event Name,Map Name,Team 1 Name,Team 2 Name,Team 1 Score,Team 2 Score,Team 1 Attacking Wins,Team 1 Attacking Losses,Team 1 Defending Wins,Team 1 Defending Losses,Team 2 Attacking Wins,Team 2 Attacking Losses,Team 2 Defending Wins,Team 2 Defending Losses,Date,Team 1 Agents,Team 2 Agents
Champions Tour 2024 Pacific: Ascension - Playoffs,Bind,Sin Prisa Gaming,BOOM Esports,17,15,10,6,7,9,9,7,6,10,2024-09-29T00:00:00.000Z,"Cypher,Brimstone,Skye,Neon,Deadlock","Raze,Cypher,Viper,Brimstone,Skye"
Champions Tour 2024 Pacific: Ascension - Playoffs,Haven,Sin Prisa Gaming,BOOM Esports,10,13,9,3,1,10,10,1,3,9,2024-09-29T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Cypher,Viper,Omen,Skye,Neon"
Champions Tour 2024 Pacific: Ascension - Playoffs,Lotus,Sin Prisa Gaming,BOOM Esports,12,14,6,7,6,7,7,6,7,6,2024-09-29T00:00:00.000Z,"Cypher,Viper,Omen,Neon,Fade","Raze,Cypher,Viper,Omen,Fade"
Champions Tour 2024 Pacific: Ascension - Playoffs,Icebox,Sin Prisa Gaming,BOOM Esports,13,10,3,9,10,1,1,10,9,3,2024-09-29T00:00:00.000Z,"Sova,Killjoy,Viper,Jett,Harbor","Sova,Killjoy,Viper,Jett,Harbor"
Champions Tour 2024 Pacific: Ascension - Playoffs,Sunset,Sin Prisa Gaming,BOOM Esports,13,6,9,3,4,3,3,4,3,9,2024-09-29T00:00:00.000Z,"Breach,Cypher,Neon,Fade,Clove","Breach,Raze,Cypher,Omen,Gekko"
Champions Tour 2024 Pacific: Ascension - Playoffs,Sunset,FULL SENSE,BOOM Esports,9,13,5,7,4,6,6,4,7,5,2024-09-28T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Breach,Raze,Cypher,Omen,Gekko"
Champions Tour 2024 Pacific: Ascension - Playoffs,Lotus,FULL SENSE,BOOM Esports,14,12,8,5,6,7,7,6,5,8,2024-09-28T00:00:00.000Z,"Breach,Killjoy,Omen,Astra,Neon","Raze,Killjoy,Viper,Omen,Fade"
Champions Tour 2024 Pacific: Ascension - Playoffs,Abyss,FULL SENSE,BOOM Esports,9,13,3,7,6,6,6,6,7,3,2024-09-28T00:00:00.000Z,"Breach,Cypher,Omen,Jett,Gekko","Cypher,Sova,Omen,Yoru,Clove"
Champions Tour 2024 Pacific: Ascension - Playoffs,Ascent,FULL SENSE,BOOM Esports,7,13,3,9,4,4,4,4,9,3,2024-09-28T00:00:00.000Z,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Champions Tour 2024 Pacific: Ascension - Playoffs,Abyss,RIDDLE ORDER,BOOM Esports,3,13,0,4,3,9,9,3,4,0,2024-09-27T00:00:00.000Z,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Omen,Yoru,Clove"
Champions Tour 2024 Pacific: Ascension - Playoffs,Lotus,RIDDLE ORDER,BOOM Esports,15,17,10,6,5,11,11,5,6,10,2024-09-27T00:00:00.000Z,"Breach,Omen,Neon,Fade,Clove","Raze,Killjoy,Viper,Omen,Fade"
Champions Tour 2024 Pacific: Ascension - Playoffs,Haven,Sin Prisa Gaming,FULL SENSE,13,0,12,0,1,0,0,1,0,12,2024-09-27T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Breach,Sova,Killjoy,Omen,Neon"
Champions Tour 2024 Pacific: Ascension - Playoffs,Bind,Sin Prisa Gaming,FULL SENSE,13,6,9,3,4,3,3,4,3,9,2024-09-27T00:00:00.000Z,"Cypher,Brimstone,Neon,Fade,Deadlock","Raze,Viper,Brimstone,Fade,Gekko"
Champions Tour 2024 Pacific: Ascension - Playoffs,Bind,BOOM Esports,Disguised,14,12,3,10,11,2,2,11,10,3,2024-09-24T00:00:00.000Z,"Raze,Cypher,Viper,Brimstone,Skye","Raze,Viper,Omen,Yoru,Gekko"
Champions Tour 2024 Pacific: Ascension - Playoffs,Icebox,BOOM Esports,Disguised,6,13,4,3,2,10,10,2,3,4,2024-09-24T00:00:00.000Z,"Killjoy,Viper,Jett,KAY/O,Gekko","Sova,Killjoy,Viper,Reyna,Jett"
Champions Tour 2024 Pacific: Ascension - Playoffs,Lotus,BOOM Esports,Disguised,14,12,4,9,10,3,3,10,9,4,2024-09-24T00:00:00.000Z,"Raze,Killjoy,Viper,Omen,Fade","Raze,Cypher,Omen,Neon,Fade"
Champions Tour 2024 Pacific: Ascension - Playoffs,Haven,Justice For Tomorrow,RIDDLE ORDER,9,13,4,8,5,5,5,5,8,4,2024-09-24T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Killjoy,Viper,Omen,Jett,Skye"
Champions Tour 2024 Pacific: Ascension - Playoffs,Sunset,Justice For Tomorrow,RIDDLE ORDER,1,13,0,2,1,11,11,1,2,0,2024-09-24T00:00:00.000Z,"Breach,Raze,Cypher,Omen,Neon","Cypher,Sova,Omen,KAY/O,Neon"
Champions Tour 2024 Pacific: Ascension - Playoffs,Ascent,Disguised,Revenant Esports,13,5,4,2,9,3,3,9,2,4,2024-09-23T00:00:00.000Z,"Cypher,Sova,Omen,Jett,Iso","Cypher,Sova,Omen,Yoru,Deadlock"
Champions Tour 2024 Pacific: Ascension - Playoffs,Bind,Disguised,Revenant Esports,13,5,9,3,4,2,2,4,3,9,2024-09-23T00:00:00.000Z,"Raze,Viper,Omen,Yoru,Gekko","Raze,Viper,Brimstone,Fade,Gekko"
Champions Tour 2024 Pacific: Ascension - Playoffs,Lotus,Disguised,Revenant Esports,13,15,6,8,7,7,7,7,8,6,2024-09-23T00:00:00.000Z,"Raze,Cypher,Omen,Neon,Fade","Raze,Viper,Omen,Chamber,Fade"
Champions Tour 2024 Pacific: Ascension - Playoffs,Ascent,RIDDLE ORDER,NAOS Esports,13,11,5,7,8,4,4,8,7,5,2024-09-23T00:00:00.000Z,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Champions Tour 2024 Pacific: Ascension - Playoffs,Lotus,RIDDLE ORDER,NAOS Esports,13,3,11,1,2,2,2,2,1,11,2024-09-23T00:00:00.000Z,"Breach,Omen,Neon,Fade,Clove","Raze,Killjoy,Viper,Omen,Fade"
Champions Tour 2024 Pacific: Ascension - Playoffs,Haven,RIDDLE ORDER,NAOS Esports,15,17,7,9,8,8,8,8,9,7,2024-09-23T00:00:00.000Z,"Killjoy,Viper,Omen,Jett,Skye","Cypher,Sova,Omen,Yoru,Iso"
Champions Tour 2024 Pacific: Ascension - Playoffs,Lotus,FULL SENSE,Justice For Tomorrow,13,9,6,4,7,5,5,7,4,6,2024-09-23T00:00:00.000Z,"Breach,Killjoy,Omen,Astra,Neon","Breach,Omen,Neon,Fade,Clove"
Champions Tour 2024 Pacific: Ascension - Playoffs,Ascent,FULL SENSE,Justice For Tomorrow,13,8,5,7,8,1,1,8,7,5,2024-09-23T00:00:00.000Z,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Iso"
Champions Tour 2024 Pacific: Ascension - Playoffs,Icebox,Sin Prisa Gaming,BOOM Esports,13,9,9,3,4,6,6,4,3,9,2024-09-22T00:00:00.000Z,"Sova,Killjoy,Viper,Jett,Harbor","Killjoy,Viper,Jett,KAY/O,Gekko"
Champions Tour 2024 Pacific: Ascension - Playoffs,Lotus,Sin Prisa Gaming,BOOM Esports,13,3,11,1,2,2,2,2,1,11,2024-09-22T00:00:00.000Z,"Cypher,Viper,Omen,Neon,Fade","Raze,Killjoy,Viper,Omen,Fade"
Champions Tour 2024 Pacific: Ascension - Playoffs,Haven,Rapid Lofi,Revenant Esports,3,13,1,3,2,10,10,2,3,1,2024-09-22T00:00:00.000Z,"Breach,Cypher,Phoenix,Omen,Neon","Cypher,Sova,Omen,Yoru,Iso"
Champions Tour 2024 Pacific: Ascension - Playoffs,Bind,Rapid Lofi,Revenant Esports,3,13,0,4,3,9,9,3,4,0,2024-09-22T00:00:00.000Z,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Viper,Brimstone,Fade,Gekko"
Champions Tour 2024 Pacific: Ascension - Playoffs,Lotus,NAOS Esports,Oblivion Force,13,7,4,4,9,3,3,9,4,4,2024-09-22T00:00:00.000Z,"Raze,Killjoy,Viper,Omen,Fade","Raze,Cypher,Viper,Omen,Fade"
Champions Tour 2024 Pacific: Ascension - Playoffs,Icebox,NAOS Esports,Oblivion Force,13,10,5,6,8,4,4,8,6,5,2024-09-22T00:00:00.000Z,"Sova,Killjoy,Viper,Jett,Harbor","Killjoy,Viper,Jett,KAY/O,Deadlock"
Champions Tour 2024 Americas: Ascension - Playoffs,Bind,2Game Esports,M80,13,6,10,2,3,4,4,3,2,10,2024-09-21T00:00:00.000Z,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Viper,Brimstone,Skye,Gekko"
Champions Tour 2024 Americas: Ascension - Playoffs,Haven,2Game Esports,M80,13,7,9,3,4,4,4,4,3,9,2024-09-21T00:00:00.000Z,"Cypher,Sova,Omen,Yoru,Iso","Breach,Sova,Killjoy,Omen,Jett"
Champions Tour 2024 Americas: Ascension - Playoffs,Abyss,2Game Esports,M80,8,13,7,5,1,8,8,1,5,7,2024-09-21T00:00:00.000Z,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Champions Tour 2024 Americas: Ascension - Playoffs,Icebox,2Game Esports,M80,7,13,4,8,3,5,5,3,8,4,2024-09-21T00:00:00.000Z,"Sova,Killjoy,Viper,Jett,KAY/O","Killjoy,Viper,Omen,KAY/O,Gekko"
Champions Tour 2024 Americas: Ascension - Playoffs,Sunset,2Game Esports,M80,13,5,5,1,8,4,4,8,1,5,2024-09-21T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Omen,Yoru,Gekko"
Champions Tour 2024 Pacific: Ascension - Playoffs,Icebox,Disguised,FULL SENSE,12,14,8,5,4,9,9,4,5,8,2024-09-21T00:00:00.000Z,"Sova,Killjoy,Viper,Reyna,Jett","Sova,Killjoy,Viper,Jett,Gekko"
Champions Tour 2024 Pacific: Ascension - Playoffs,Haven,Disguised,FULL SENSE,7,13,4,8,3,5,5,3,8,4,2024-09-21T00:00:00.000Z,"Cypher,Sova,Omen,Jett,Neon","Breach,Sova,Killjoy,Omen,Neon"
Champions Tour 2024 Pacific: Ascension - Playoffs,Ascent,RIDDLE ORDER,Sin Prisa Gaming,9,13,4,6,5,7,7,5,6,4,2024-09-21T00:00:00.000Z,"Sova,Killjoy,Omen,Jett,KAY/O","Brimstone,Yoru,Neon,Fade,Harbor"
Champions Tour 2024 Pacific: Ascension - Playoffs,Sunset,RIDDLE ORDER,Sin Prisa Gaming,12,14,7,6,5,8,8,5,6,7,2024-09-21T00:00:00.000Z,"Cypher,Sova,Omen,KAY/O,Neon","Breach,Cypher,Neon,Fade,Clove"
Champions Tour 2024 Pacific: Ascension - Playoffs,Lotus,Justice For Tomorrow,Rapid Lofi,13,8,9,3,4,5,5,4,3,9,2024-09-21T00:00:00.000Z,"Breach,Omen,Neon,Fade,Clove","Raze,Killjoy,Omen,Fade,Clove"
Champions Tour 2024 Pacific: Ascension - Playoffs,Icebox,Justice For Tomorrow,Rapid Lofi,13,3,9,3,4,0,0,4,3,9,2024-09-21T00:00:00.000Z,"Sova,Killjoy,Viper,Jett,Iso","Sova,Killjoy,Viper,Sage,Jett"
Champions Tour 2024 Americas: Ascension - Playoffs,Abyss,M80,All Knights,13,6,4,3,9,3,3,9,3,4,2024-09-20T00:00:00.000Z,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Champions Tour 2024 Americas: Ascension - Playoffs,Icebox,M80,All Knights,13,5,9,3,4,2,2,4,3,9,2024-09-20T00:00:00.000Z,"Killjoy,Viper,Omen,KAY/O,Gekko","Sova,Killjoy,Viper,Gekko,Iso"
Champions Tour 2024 Americas: Ascension - Playoffs,Sunset,M80,All Knights,13,9,7,5,6,4,4,6,5,7,2024-09-20T00:00:00.000Z,"Breach,Cypher,Omen,Yoru,Gekko","Breach,Cypher,Omen,Neon,Fade"
Champions Tour 2024 Americas: Ascension - Playoffs,Lotus,M80,All Knights,4,13,3,9,1,4,4,1,9,3,2024-09-20T00:00:00.000Z,"Cypher,Sage,Omen,Fade,Deadlock","Breach,Cypher,Omen,Neon,Fade"
Champions Tour 2024 Americas: Ascension - Playoffs,Haven,M80,All Knights,3,13,0,4,3,9,9,3,4,0,2024-09-20T00:00:00.000Z,"Breach,Sova,Killjoy,Omen,Jett","Breach,Cypher,Sova,Omen,Neon"
Champions Tour 2024 Pacific: Ascension - Playoffs,Lotus,NAOS Esports,BOOM Esports,7,13,3,5,4,8,8,4,5,3,2024-09-20T00:00:00.000Z,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Champions Tour 2024 Pacific: Ascension - Playoffs,Sunset,NAOS Esports,BOOM Esports,3,13,2,10,1,3,3,1,10,2,2024-09-20T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Breach,Raze,Cypher,Omen,Gekko"
Champions Tour 2024 Pacific: Ascension - Playoffs,Haven,FULL SENSE,Oblivion Force,13,3,4,0,9,3,3,9,0,4,2024-09-20T00:00:00.000Z,"Breach,Sova,Killjoy,Omen,Neon","Breach,Cypher,Omen,Neon,Iso"
Champions Tour 2024 Pacific: Ascension - Playoffs,Sunset,FULL SENSE,Oblivion Force,13,6,3,4,10,2,2,10,4,3,2024-09-20T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Raze,Cypher,Omen,KAY/O,Gekko"
Champions Tour 2024 Pacific: Ascension - Playoffs,Icebox,Revenant Esports,Sin Prisa Gaming,5,13,0,6,5,7,7,5,6,0,2024-09-20T00:00:00.000Z,"Sova,Killjoy,Viper,Yoru,Gekko","Sova,Killjoy,Viper,Jett,Harbor"
Champions Tour 2024 Pacific: Ascension - Playoffs,Bind,Revenant Esports,Sin Prisa Gaming,10,13,7,5,3,8,8,3,5,7,2024-09-20T00:00:00.000Z,"Raze,Viper,Brimstone,Fade,Gekko","Cypher,Brimstone,Neon,Fade,Deadlock"
Champions Tour 2024 Americas: Ascension - Playoffs,Ascent,M80,Galorys,14,12,4,9,10,3,3,10,9,4,2024-09-19T00:00:00.000Z,"Cypher,Sova,Omen,Yoru,Deadlock","Cypher,Sova,Omen,Jett,Deadlock"
Champions Tour 2024 Americas: Ascension - Playoffs,Sunset,M80,Galorys,13,9,8,4,5,5,5,5,4,8,2024-09-19T00:00:00.000Z,"Breach,Cypher,Omen,Yoru,Gekko","Breach,Cypher,Sova,Omen,Neon"
Champions Tour 2024 Americas: Ascension - Playoffs,Sunset,2Game Esports,All Knights,13,4,9,3,4,1,1,4,3,9,2024-09-19T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Omen,Neon,Fade"
Champions Tour 2024 Americas: Ascension - Playoffs,Lotus,2Game Esports,All Knights,12,14,5,8,7,6,6,7,8,5,2024-09-19T00:00:00.000Z,"Breach,Cypher,Omen,Neon,Fade","Breach,Cypher,Omen,Neon,Fade"
Champions Tour 2024 Americas: Ascension - Playoffs,Abyss,2Game Esports,All Knights,13,9,7,3,6,6,6,6,3,7,2024-09-19T00:00:00.000Z,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Champions Tour 2024 Americas: Ascension - Playoffs,Bind,All Knights,Galorys,14,12,10,3,4,9,9,4,3,10,2024-09-18T00:00:00.000Z,"Raze,Cypher,Brimstone,Skye,Deadlock","Raze,Viper,Brimstone,Fade,Gekko"
Champions Tour 2024 Americas: Ascension - Playoffs,Haven,All Knights,Galorys,13,9,8,2,5,7,7,5,2,8,2024-09-18T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Breach,Sova,Killjoy,Omen,Jett"
Champions Tour 2024 Americas: Ascension - Playoffs,Icebox,M80,2Game Esports,7,13,4,8,3,5,5,3,8,4,2024-09-18T00:00:00.000Z,"Killjoy,Viper,Omen,KAY/O,Gekko","Sova,Killjoy,Viper,Jett,KAY/O"
Champions Tour 2024 Americas: Ascension - Playoffs,Sunset,M80,2Game Esports,8,13,5,4,3,9,9,3,4,5,2024-09-18T00:00:00.000Z,"Breach,Cypher,Omen,Yoru,Gekko","Breach,Cypher,Sova,Omen,Neon"
Champions Tour 2024 Americas: Ascension - Group Stage,Sunset,All Knights,TSM,15,13,10,4,5,9,9,5,4,10,2024-09-16T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Omen,Neon,Gekko"
Champions Tour 2024 Americas: Ascension - Group Stage,Abyss,All Knights,TSM,13,6,9,3,4,3,3,4,3,9,2024-09-16T00:00:00.000Z,"Cypher,Sova,Omen,Jett,KAY/O","Sova,Viper,Jett,Yoru,Astra"
Champions Tour 2024 Americas: Ascension - Group Stage,Haven,All Knights,TSM,13,15,2,12,11,3,3,11,12,2,2024-09-16T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Champions Tour 2024 Americas: Ascension - Group Stage,Sunset,2Game Esports,M80,14,16,5,10,9,6,6,9,10,5,2024-09-15T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Omen,Yoru,Gekko"
Champions Tour 2024 Americas: Ascension - Group Stage,Lotus,2Game Esports,M80,7,13,2,10,5,3,3,5,10,2,2024-09-15T00:00:00.000Z,"Breach,Cypher,Omen,Neon,Fade","Breach,Cypher,Omen,Yoru,Fade"
Champions Tour 2024 Americas: Ascension - Group Stage,Bind,RETA Esports,Galorys,4,13,3,9,1,4,4,1,9,3,2024-09-15T00:00:00.000Z,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Viper,Brimstone,Fade,Gekko"
Champions Tour 2024 EMEA: Ascension - Playoffs,Ascent,Apeks,PCIFIC Espor,13,4,8,4,5,0,0,5,4,8,2024-09-15T00:00:00.000Z,"Cypher,Sova,Omen,Yoru,Deadlock","Cypher,Sova,Omen,Jett,KAY/O"
Champions Tour 2024 EMEA: Ascension - Playoffs,Lotus,Apeks,PCIFIC Espor,13,11,9,3,4,8,8,4,3,9,2024-09-15T00:00:00.000Z,"Raze,Cypher,Omen,KAY/O,Deadlock","Breach,Cypher,Sova,Omen,Neon"
Champions Tour 2024 Americas: Ascension - Group Stage,Ascent,RETA Esports,Galorys,11,13,4,8,7,5,5,7,8,4,2024-09-15T00:00:00.000Z,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Deadlock"
Champions Tour 2024 EMEA: Ascension - Playoffs,Haven,Apeks,PCIFIC Espor,11,13,9,3,2,10,10,2,3,9,2024-09-15T00:00:00.000Z,"Breach,Sova,Killjoy,Omen,Jett","Breach,Sova,Killjoy,Omen,Jett"
Champions Tour 2024 EMEA: Ascension - Playoffs,Abyss,Apeks,PCIFIC Espor,13,8,7,2,6,6,6,6,2,7,2024-09-15T00:00:00.000Z,"Cypher,Sova,Omen,Yoru,Astra","Cypher,Sova,Omen,Jett,KAY/O"
Champions Tour 2024 EMEA: Ascension - Playoffs,Sunset,Apeks,PCIFIC Espor,6,13,3,9,3,4,4,3,9,3,2024-09-15T00:00:00.000Z,"Cypher,Sova,Omen,KAY/O,Neon","Breach,Cypher,Sova,Omen,Neon"
Champions Tour 2024 Americas: Ascension - Group Stage,Haven,M80,TSM,13,9,8,2,5,7,7,5,2,8,2024-09-15T00:00:00.000Z,"Breach,Sova,Killjoy,Omen,Jett","Breach,Cypher,Sova,Omen,Neon"
Champions Tour 2024 Americas: Ascension - Group Stage,Icebox,M80,TSM,13,6,5,2,8,4,4,8,2,5,2024-09-15T00:00:00.000Z,"Killjoy,Viper,Omen,KAY/O,Gekko","Killjoy,Viper,Reyna,Omen,Gekko"
Champions Tour 2024 Americas: Ascension - Group Stage,Sunset,M80,TSM,12,14,7,6,5,8,8,5,6,7,2024-09-14T00:00:00.000Z,"Breach,Cypher,Omen,Yoru,Gekko","Breach,Cypher,Omen,Neon,Gekko"
Champions Tour 2024 Americas: Ascension - Group Stage,Icebox,2Game Esports,Galorys,4,13,4,8,0,5,5,0,8,4,2024-09-14T00:00:00.000Z,"Sova,Killjoy,Viper,Jett,KAY/O","Sova,Killjoy,Viper,Sage,Jett"
Champions Tour 2024 Americas: Ascension - Group Stage,Abyss,2Game Esports,Galorys,11,13,4,8,7,5,5,7,8,4,2024-09-14T00:00:00.000Z,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Gekko"
Champions Tour 2024 Americas: Ascension - Group Stage,Ascent,All Knights,RETA Esports,6,13,1,6,5,7,7,5,6,1,2024-09-14T00:00:00.000Z,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Champions Tour 2024 Americas: Ascension - Group Stage,Haven,All Knights,RETA Esports,9,13,1,9,8,4,4,8,9,1,2024-09-14T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Neon","Killjoy,Viper,Omen,Jett,Skye"
Champions Tour 2024 EMEA: Ascension - Playoffs,Bind,CGN Esports,PCIFIC Espor,8,13,7,5,1,8,8,1,5,7,2024-09-14T00:00:00.000Z,"Raze,Sova,Viper,Brimstone,Sage","Raze,Viper,Brimstone,Fade,Gekko"
Champions Tour 2024 EMEA: Ascension - Playoffs,Abyss,CGN Esports,PCIFIC Espor,9,13,5,7,4,6,6,4,7,5,2024-09-14T00:00:00.000Z,"Cypher,Sova,Phoenix,Omen,Jett","Cypher,Sova,Omen,Jett,KAY/O"
